answer,confidence,evidence,abstained,latency_s,input_tokens,output_tokens,cost_usd,tool_calls,tool_names,tool_results,permission_denials,num_turns,files_opened,k,model,retrieved,error,run_id,seed,qid,channel,difficulty,locale,arm,mode,repeat,correct,judged_by,judge_reason,answered,answered_decoy,has_decoy,textual_refusal
設備保全部,1.0,['projects/PRJ-2098_overview.docx:4. 体制および連絡先'],False,13.335233199999493,2865,67,0.012126,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-2098_overview.docx::案件概要書（案件コード: PRJ-2098）', 'projects/PRJ-2098_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先', 'projects/PRJ-3168_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-7030_overview.docx::4. 体制および連絡先', 'projects/PRJ-6927_overview.docx::4. 体制および連絡先', 'projects/PRJ-5893_overview.docx::4. 体制および連絡先', 'projects/PRJ-1130_overview.docx::4. 体制および連絡先', 'projects/PRJ-6834_overview.docx::4. 体制および連絡先', 'projects/PRJ-6190_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-09,text,1,ja,classical,abstain_ok,0,True,exact,,True,False,False,False
木村 隆,1.0,['projects/PRJ-3304_overview.docx:4. 体制および連絡先'],False,13.22636059999786,2915,67,0.012325999999999998,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-3304_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-8232_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5804_overview.docx::4. 体制および連絡先', 'projects/PRJ-1130_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-5289_overview.docx::4. 体制および連絡先', 'projects/PRJ-2098_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-10,text,2,ja,classical,abstain_ok,0,True,exact,,True,False,False,False
2027-08-02,1.0,['projects/PRJ-3168_overview.docx:3. 実施スケジュール'],False,13.262834200002544,3035,68,0.012816000000000001,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-3168_overview.docx::3. 実施スケジュール', 'projects/PRJ-5289_overview.docx::3. 実施スケジュール', 'projects/PRJ-6148_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5439_overview.docx::3. 実施スケジュール', 'projects/PRJ-5869_overview.docx::3. 実施スケジュール', 'projects/PRJ-1269_overview.docx::3. 実施スケジュール', 'projects/PRJ-1418_overview.docx::3. 実施スケジュール', 'projects/PRJ-6190_overview.docx::3. 実施スケジュール', 'projects/PRJ-2098_overview.docx::3. 実施スケジュール', 'projects/PRJ-6150_overview.docx::3. 実施スケジュール', 'projects/PRJ-5004_overview.docx::3. 実施スケジュール', 'projects/PRJ-1130_overview.docx::3. 実施スケジュール', 'projects/PRJ-9168_overview.docx::3. 実施スケジュール', 'projects/PRJ-6208_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-11,text,2,ja,classical,abstain_ok,0,True,exact,,True,False,False,False
情報システム部,0.95,['projects/PRJ-1630_overview.docx:5. 特記事項'],False,13.243434700001671,2862,64,0.012084000000000001,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-1630_overview.docx::4. 体制および連絡先', 'projects/PRJ-1630_overview.docx::5. 特記事項', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-1630_overview.docx::案件概要書（案件コード: PRJ-1630）', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項', 'projects/PRJ-2012_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::5. 特記事項', 'projects/PRJ-5869_overview.docx::5. 特記事項', 'projects/PRJ-7030_overview.docx::5. 特記事項', 'projects/PRJ-8232_overview.docx::5. 特記事項', 'projects/PRJ-9201_overview.docx::5. 特記事項', 'projects/PRJ-5712_overview.docx::5. 特記事項', 'projects/PRJ-6618_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-12,text,3,ja,classical,abstain_ok,0,True,exact,,True,False,False,False
"78,605,000円",0.85,"[""quotes/QT-1641_quotation.xlsx:サマリ!B2 (=SUM('明細'!D5:D16))"", 'quotes/QT-1641_quotation.xlsx:明細!A5:D16']",False,16.31584329999896,5024,616,0.0071684,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-1641_quotation.xlsx::シート サマリ', 'quotes/QT-1641_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-9841_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-7531_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-01,formula,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
,0.0,"['quotes/QT-2757_quotation.xlsx:サマリ!B2 (式のみで数値なし)', 'quotes/QT-2757_quotation.xlsx:明細シート(部分行のみ、全299行中一部しか抜粋に含まれない)']",True,13.123675100003311,7694,315,0.0046924,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-2757_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート 明細 (1)', 'quotes/QT-2757_quotation.xlsx::シート 明細 (20)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート 明細 (21)', 'quotes/QT-2757_quotation.xlsx::シート 明細 (19)', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート 明細 (22)', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-02,formula,2,ja,classical,abstain_ok,1,False,exact,,False,False,False,False
28981700,0.55,"['quotes/QT-4352_quotation.xlsx:明細!A2(改訂第4版・数量見直し済み)', 'quotes/QT-4352_quotation.xlsx:明細!B5:E13(数量・単価から算出した明細合計=26,347,000円)', 'quotes/QT-4352_quotation.xlsx:サマリ!B2,B4(税率10%と表示されているが数量見直し後の明細合計と不一致)']",False,79.86190630000056,4827,6770,0.068669,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-7531_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-8322_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-03,formula,3,ja,classical,abstain_ok,1,True,exact,,True,False,True,False
39302000,0.85,"['quotes/QT-2159_quotation.xlsx:サマリ!B2', 'quotes/QT-2159_quotation.xlsx:明細!B5:D15']",False,18.01967020000302,4982,1052,0.01152,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート 明細', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7192_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-6292_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-04,formula,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
不明,0.05,"['quotes/QT-1572_quotation.xlsx:サマリ!B2', 'quotes/QT-1572_quotation.xlsx:明細 (1)!A5:D20', 'quotes/QT-1572_quotation.xlsx:明細 (16)!A211:D225']",True,13.341018999999505,5958,347,0.0046652,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート 明細 (1)', 'quotes/QT-1572_quotation.xlsx::シート 明細 (16)', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-7192_quotation.xlsx::シート サマリ', 'quotes/QT-9162_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-7531_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-05,formula,2,ja,classical,abstain_ok,1,False,exact,,False,False,False,False
"不明。サマリのキャッシュ値は75,322,500円だが、明細シートは『第3版（数量見直し済み）』とあり、実際の数量から明細合計を計算すると68,475,000円ではなく71,919,000円になり、サマリの値と矛盾するため確定できない",0.2,"['quotes/QT-4752_quotation.xlsx:サマリ!B5', 'quotes/QT-4752_quotation.xlsx:サマリ!B2', 'quotes/QT-4752_quotation.xlsx:明細!A2（改訂: 第3版）', 'quotes/QT-4752_quotation.xlsx:明細!B5:C15']",True,48.02939999999944,4908,2909,0.030075200000000003,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5533_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-2757_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-06,formula,3,ja,classical,abstain_ok,1,False,exact,,False,False,True,False
48407000,0.85,['quotes/QT-3936_quotation.xlsx:明細!D5:D14（B5*C5〜B14*C14の合計）'],False,16.74417390000599,4909,701,0.0079954,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート 明細', 'quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-9936_quotation.xlsx::シート サマリ', 'quotes/QT-8935_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-8303_quotation.xlsx::シート サマリ', 'quotes/QT-7531_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-07,formula,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
不明,0.0,['quotes/QT-4436_quotation.xlsx:サマリ!B2'],True,13.941594500000065,5955,277,0.0039646,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-4436_quotation.xlsx::シート サマリ', 'quotes/QT-4436_quotation.xlsx::シート 明細 (1)', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-9936_quotation.xlsx::シート サマリ', 'quotes/QT-9243_quotation.xlsx::シート サマリ', 'quotes/QT-4436_quotation.xlsx::シート 明細 (17)', 'quotes/QT-9086_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-08,formula,2,ja,classical,abstain_ok,1,False,exact,,False,False,False,False
32595200,0.95,['quotes/QT-3345_quotation.xlsx:サマリ!B5'],False,13.193924300001527,4784,64,0.0016004,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-3345_quotation.xlsx::シート サマリ', 'quotes/QT-3345_quotation.xlsx::シート 明細', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-5543_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-6837_quotation.xlsx::シート サマリ', 'quotes/QT-5533_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-8303_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-09,formula,3,ja,classical,abstain_ok,1,False,exact,,True,True,True,False
"118,148,000円",0.75,"['quotes/QT-3956_quotation.xlsx:明細!B5:D16', 'quotes/QT-3956_quotation.xlsx:サマリ!B2']",False,16.939589000001433,5031,1003,0.0110398,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-3956_quotation.xlsx::シート サマリ', 'quotes/QT-3956_quotation.xlsx::シート 明細', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8564_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-9162_quotation.xlsx::シート サマリ', 'quotes/QT-9936_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-5736_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-9086_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-10,formula,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
,0.0,['quotes/QT-3200_quotation.xlsx:サマリ!B2'],True,13.40568749999511,7904,348,0.0050644,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート 明細 (1)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (18)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (2)', 'quotes/QT-3200_quotation.xlsx::シート 明細 (7)', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-8322_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート 明細 (17)', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-8303_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-7531_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-11,formula,2,ja,classical,abstain_ok,1,False,exact,,False,False,False,False
41781300,0.95,['quotes/QT-2178_quotation.xlsx:シート サマリ B5'],False,12.88099720000173,4831,65,0.0016198,0,[],0,0,1,[],16,claude-sonnet-5,"['quotes/QT-2178_quotation.xlsx::シート サマリ', 'quotes/QT-2178_quotation.xlsx::シート 明細', 'quotes/QT-2159_quotation.xlsx::シート サマリ', 'quotes/QT-1572_quotation.xlsx::シート サマリ', 'quotes/QT-3200_quotation.xlsx::シート サマリ', 'quotes/QT-4752_quotation.xlsx::シート サマリ', 'quotes/QT-5453_quotation.xlsx::シート サマリ', 'quotes/QT-7074_quotation.xlsx::シート サマリ', 'quotes/QT-6480_quotation.xlsx::シート サマリ', 'quotes/QT-4352_quotation.xlsx::シート サマリ', 'quotes/QT-8208_quotation.xlsx::シート サマリ', 'quotes/QT-3936_quotation.xlsx::シート サマリ', 'quotes/QT-7192_quotation.xlsx::シート サマリ', 'quotes/QT-8961_quotation.xlsx::シート サマリ', 'quotes/QT-8053_quotation.xlsx::シート サマリ', 'quotes/QT-7543_quotation.xlsx::シート サマリ']",,p0-seed42-ja,42,formula-12,formula,3,ja,classical,abstain_ok,1,False,exact,,True,True,True,False
木村 隆,1.0,['projects/PRJ-1269_overview.docx:4. 体制および連絡先'],False,13.485841199995775,3005,67,0.0012746,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::案件概要書（案件コード: PRJ-1269）', 'projects/PRJ-1269_overview.docx::1. 案件概要', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-1455_overview.docx::1. 案件概要', 'projects/PRJ-5065_overview.docx::1. 案件概要', 'projects/PRJ-7030_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-2012_overview.docx::4. 体制および連絡先', 'projects/PRJ-5893_overview.docx::4. 体制および連絡先', 'projects/PRJ-8232_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-01,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
大阪支社,0.95,"['projects/PRJ-1455_overview.docx:2. 作業範囲', 'projects/PRJ-1455_overview.docx:1. 案件概要']",False,13.76147040000069,3134,91,0.0015404,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-1455_overview.docx::案件概要書（案件コード: PRJ-1455）', 'projects/PRJ-1455_overview.docx::2. 作業範囲', 'projects/PRJ-1455_overview.docx::1. 案件概要', 'projects/PRJ-2012_overview.docx::2. 作業範囲', 'projects/PRJ-1418_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::2. 作業範囲', 'projects/PRJ-5065_overview.docx::2. 作業範囲', 'projects/PRJ-6190_overview.docx::2. 作業範囲', 'projects/PRJ-2978_overview.docx::2. 作業範囲', 'projects/PRJ-6608_overview.docx::2. 作業範囲', 'projects/PRJ-6150_overview.docx::2. 作業範囲', 'projects/PRJ-5804_overview.docx::2. 作業範囲', 'projects/PRJ-9168_overview.docx::2. 作業範囲', 'projects/PRJ-9201_overview.docx::2. 作業範囲', 'projects/PRJ-6208_overview.docx::2. 作業範囲', 'projects/PRJ-5004_overview.docx::1. 案件概要']",,p0-seed42-ja,42,text-02,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
情報システム部,0.95,['projects/PRJ-2978_overview.docx:4. 体制および連絡先'],False,14.147728399999323,2689,67,0.0012114,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-2978_overview.docx::案件概要書（案件コード: PRJ-2978）', 'projects/PRJ-2978_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-9174_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-7030_overview.docx::4. 体制および連絡先', 'projects/PRJ-5289_overview.docx::案件概要書（案件コード: PRJ-5289）', 'projects/PRJ-5065_overview.docx::案件概要書（案件コード: PRJ-5065）', 'projects/PRJ-5707_overview.docx::案件概要書（案件コード: PRJ-5707）', 'projects/PRJ-8707_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::案件概要書（案件コード: PRJ-1269）', 'projects/PRJ-7779_overview.docx::案件概要書（案件コード: PRJ-7779）']",,p0-seed42-ja,42,text-03,text,1,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
加藤 玲奈,1.0,['projects/PRJ-1418_overview.docx:4. 体制および連絡先'],False,14.262625399998797,2922,70,0.0012879999999999999,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-1418_overview.docx::4. 体制および連絡先', 'projects/PRJ-5707_overview.docx::4. 体制および連絡先', 'projects/PRJ-5021_overview.docx::4. 体制および連絡先', 'projects/PRJ-7422_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::4. 体制および連絡先', 'projects/PRJ-5239_overview.docx::4. 体制および連絡先', 'projects/PRJ-1269_overview.docx::4. 体制および連絡先', 'projects/PRJ-9752_overview.docx::4. 体制および連絡先', 'projects/PRJ-5065_overview.docx::4. 体制および連絡先', 'projects/PRJ-5573_overview.docx::4. 体制および連絡先', 'projects/PRJ-2281_overview.docx::4. 体制および連絡先', 'projects/PRJ-1130_overview.docx::4. 体制および連絡先', 'projects/PRJ-5289_overview.docx::4. 体制および連絡先', 'projects/PRJ-7030_overview.docx::4. 体制および連絡先', 'projects/PRJ-6195_overview.docx::4. 体制および連絡先', 'projects/PRJ-5804_overview.docx::4. 体制および連絡先']",,p0-seed42-ja,42,text-04,text,2,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
2027-10-22,1.0,['projects/PRJ-2515_overview.docx:3. 実施スケジュール'],False,15.556459300001734,2993,68,0.0012822000000000003,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-2515_overview.docx::3. 実施スケジュール', 'projects/PRJ-2515_overview.docx::案件概要書（案件コード: PRJ-2515）', 'projects/PRJ-2978_overview.docx::3. 実施スケジュール', 'projects/PRJ-1418_overview.docx::3. 実施スケジュール', 'projects/PRJ-5004_overview.docx::3. 実施スケジュール', 'projects/PRJ-2012_overview.docx::3. 実施スケジュール', 'projects/PRJ-5707_overview.docx::3. 実施スケジュール', 'projects/PRJ-1630_overview.docx::3. 実施スケジュール', 'projects/PRJ-6608_overview.docx::3. 実施スケジュール', 'projects/PRJ-5065_overview.docx::3. 実施スケジュール', 'projects/PRJ-2098_overview.docx::3. 実施スケジュール', 'projects/PRJ-1455_overview.docx::3. 実施スケジュール', 'projects/PRJ-5289_overview.docx::3. 実施スケジュール', 'projects/PRJ-1130_overview.docx::3. 実施スケジュール', 'projects/PRJ-3168_overview.docx::3. 実施スケジュール', 'projects/PRJ-5021_overview.docx::3. 実施スケジュール']",,p0-seed42-ja,42,text-05,text,2,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
経営企画部,0.95,['projects/PRJ-1130_overview.docx:5. 特記事項'],False,15.499542999998084,2854,64,0.0012144,0,[],0,0,1,[],16,claude-sonnet-5,"['projects/PRJ-1130_overview.docx::5. 特記事項', 'projects/PRJ-1130_overview.docx::4. 体制および連絡先', 'projects/PRJ-1130_overview.docx::案件概要書（案件コード: PRJ-1130）', 'projects/PRJ-5021_overview.docx::5. 特記事項', 'projects/PRJ-2098_overview.docx::5. 特記事項', 'projects/PRJ-2281_overview.docx::5. 特記事項', 'projects/PRJ-6927_overview.docx::5. 特記事項', 'projects/PRJ-2012_overview.docx::4. 体制および連絡先', 'projects/PRJ-6208_overview.docx::5. 特記事項', 'projects/PRJ-9201_overview.docx::5. 特記事項', 'projects/PRJ-5869_overview.docx::5. 特記事項', 'projects/PRJ-8232_overview.docx::5. 特記事項', 'projects/PRJ-5712_overview.docx::5. 特記事項', 'projects/PRJ-7030_overview.docx::5. 特記事項', 'projects/PRJ-5289_overview.docx::5. 特記事項', 'projects/PRJ-9325_overview.docx::5. 特記事項']",,p0-seed42-ja,42,text-06,text,3,ja,classical,abstain_ok,1,True,exact,,True,False,False,False
